itm_no_item|ITEM INVÁLIDO
itm_no_item_pl|ITEM INVÁLIDO
itm_tutorial_spear|Lança
itm_tutorial_spear_pl|Lança
itm_tutorial_club|Clava
itm_tutorial_club_pl|Clava
itm_tutorial_battle_axe|Machado de Batalha
itm_tutorial_battle_axe_pl|Machado de Batalha
itm_tutorial_arrows|Flechas
itm_tutorial_arrows_pl|Flechas
itm_tutorial_bolts|Dardos
itm_tutorial_bolts_pl|Dardos
itm_tutorial_short_bow|Arco Curto
itm_tutorial_short_bow_pl|Arco Curto
itm_tutorial_crossbow|Besta
itm_tutorial_crossbow_pl|Besta
itm_tutorial_throwing_daggers|Adagas de Arremesso
itm_tutorial_throwing_daggers_pl|Adagas de Arremesso
itm_tutorial_saddle_horse|Cavalo Selado
itm_tutorial_saddle_horse_pl|Cavalo Selado
itm_tutorial_shield|Escudo Lágrima
itm_tutorial_shield_pl|Escudo Lágrima
itm_tutorial_staff_no_attack|Cajado
itm_tutorial_staff_no_attack_pl|Cajado
itm_tutorial_staff|Cajado
itm_tutorial_staff_pl|Cajado
itm_tutorial_sword|Espada
itm_tutorial_sword_pl|Espada
itm_tutorial_axe|Machado
itm_tutorial_axe_pl|Machado
itm_tutorial_dagger|Adaga
itm_tutorial_dagger_pl|Adagas
itm_horse_meat|Carne de Cavalo
itm_horse_meat_pl|Carne de Cavalo
itm_practice_sword|Espada de Treino
itm_practice_sword_pl|Espada de Treino
itm_heavy_practice_sword|Espada Pesada de Treino
itm_heavy_practice_sword_pl|Espada Pesada de Treino
itm_practice_dagger|Adaga de Treino
itm_practice_dagger_pl|Adagas de Treino
itm_practice_axe|Machado de Treino
itm_practice_axe_pl|Machado de Treino
itm_arena_axe|Machado
itm_arena_axe_pl|Machado
itm_arena_sword|Espada
itm_arena_sword_pl|Espada
itm_arena_sword_two_handed|Espada Larga
itm_arena_sword_two_handed_pl|Espada Larga
itm_arena_lance|Lança de Cavalaria
itm_arena_lance_pl|Lança de Cavalaria
itm_practice_staff|Bastão de Treino
itm_practice_staff_pl|Bastão de Treino
itm_practice_lance|Lança de Cavalaria de Treino
itm_practice_lance_pl|Lança de Cavalaria de Treino
itm_practice_shield|Escudo de Treino
itm_practice_shield_pl|Escudo de Treino
itm_practice_bow|Arco de Treino
itm_practice_bow_pl|Arco de Treino
itm_practice_crossbow|Besta de Treino
itm_practice_crossbow_pl|Besta de Treino
itm_practice_javelin|Javelins de Treino
itm_practice_javelin_pl|Javelins de Treino
itm_practice_javelin_melee|Javelin de Treino Corpo a Corpo
itm_practice_javelin_melee_pl|Javelin de Treino Corpo a Corpo
itm_practice_throwing_daggers|Adagas de Arremesso
itm_practice_throwing_daggers_pl|Adagas de Arremesso
itm_practice_throwing_daggers_100_amount|Adagas de Arremesso
itm_practice_throwing_daggers_100_amount_pl|Adagas de Arremesso
itm_practice_horse|Cavalo de Treino
itm_practice_horse_pl|Cavalo de Treino
itm_practice_arrows|Flechas de Treino
itm_practice_arrows_pl|Flechas de Treino
itm_practice_bolts|Dardos de Treino
itm_practice_bolts_pl|Dardos de Treino
itm_practice_arrows_10_amount|Flechas de Treino
itm_practice_arrows_10_amount_pl|Flechas de Treino
itm_practice_arrows_100_amount|Flechas de Treino
itm_practice_arrows_100_amount_pl|Flechas de Treino
itm_practice_bolts_9_amount|Dardos de Treino
itm_practice_bolts_9_amount_pl|Dardos de Treino
itm_practice_boots|Botas de Treino
itm_practice_boots_pl|Botas de Treino
itm_red_tourney_armor|Armadura Vermelha de Torneios
itm_red_tourney_armor_pl|Armadura Vermelha de Torneios
itm_blue_tourney_armor|Armadura Azul de Torneios
itm_blue_tourney_armor_pl|Armadura Azul de Torneios
itm_green_tourney_armor|Armadura Verde de Torneios
itm_green_tourney_armor_pl|Armadura Verde de Torneios
itm_gold_tourney_armor|Armadura Dourada de Torneios
itm_gold_tourney_armor_pl|Armadura Dourada de Torneios
itm_red_tourney_helmet|Elmo Vermelho de Torneios
itm_red_tourney_helmet_pl|Elmo Vermelho de Torneios
itm_blue_tourney_helmet|Elmo Azul de Torneios
itm_blue_tourney_helmet_pl|Elmo Azul de Torneios
itm_green_tourney_helmet|Elmo Verde de Torneios
itm_green_tourney_helmet_pl|Elmo Verde de Torneios
itm_gold_tourney_helmet|Elmo Dourado de Torneios
itm_gold_tourney_helmet_pl|Elmo Dourado de Torneios
itm_arena_shield_red|Escudo
itm_arena_shield_red_pl|Escudo
itm_arena_shield_blue|Escudo
itm_arena_shield_blue_pl|Escudo
itm_arena_shield_green|Escudo
itm_arena_shield_green_pl|Escudo
itm_arena_shield_yellow|Escudo
itm_arena_shield_yellow_pl|Escudo
itm_arena_armor_white|Armadura Branca da Arena
itm_arena_armor_white_pl|Armadura Branca da Arena
itm_arena_armor_red|Armadura Vermelha da Arena
itm_arena_armor_red_pl|Armadura Vermelha da Arena
itm_arena_armor_blue|Armadura Azul da Arena
itm_arena_armor_blue_pl|Armadura Azul da Arena
itm_arena_armor_green|Armadura Verde da Arena
itm_arena_armor_green_pl|Armadura Verde da Arena
itm_arena_armor_yellow|Armadura Amarela da Arena
itm_arena_armor_yellow_pl|Armadura Amarela da Arena
itm_arena_tunic_white|Túnica Desgastada
itm_arena_tunic_white_pl|Túnica Desgastada
itm_arena_tunic_red|Túnica Vermelha da Arena
itm_arena_tunic_red_pl|Túnica Vermelha da Arena
itm_arena_tunic_blue|Túnica Azul da Arena
itm_arena_tunic_blue_pl|Túnica Azul da Arena
itm_arena_tunic_green|Túnica Verde da Arena
itm_arena_tunic_green_pl|Túnica Verde da Arena
itm_arena_tunic_yellow|Túnica Amarela da Arena
itm_arena_tunic_yellow_pl|Túnica Amarela da Arena
itm_arena_helmet_red|Elmo Vermelho da Arena
itm_arena_helmet_red_pl|Elmo Vermelho da Arena
itm_arena_helmet_blue|Elmo Azul da Arena
itm_arena_helmet_blue_pl|Elmo Azul da Arena
itm_arena_helmet_green|Elmo Verde da Arena
itm_arena_helmet_green_pl|Elmo Verde da Arena
itm_arena_helmet_yellow|Elmo Amarelo da Arena
itm_arena_helmet_yellow_pl|Elmo Amarelo da Arena
itm_steppe_helmet_white|Elmo Branco da Estepe
itm_steppe_helmet_white_pl|Elmo Branco da Estepe
itm_steppe_helmet_red|Elmo Vermelho da Estepe
itm_steppe_helmet_red_pl|Elmo Vermelho da Estepe
itm_steppe_helmet_blue|Elmo Azul da Estepe
itm_steppe_helmet_blue_pl|Elmo Azul da Estepe
itm_steppe_helmet_green|Elmo Verde da Estepe
itm_steppe_helmet_green_pl|Elmo Verde da Estepe
itm_steppe_helmet_yellow|Elmo Amarelo da Estepe
itm_steppe_helmet_yellow_pl|Elmo Amarelo da Estepe
itm_tourney_helm_white|Elmo Branco de Torneios
itm_tourney_helm_white_pl|Elmo Branco de Torneios
itm_tourney_helm_red|Elmo Vermelho de Torneios
itm_tourney_helm_red_pl|Elmo Vermelho de Torneios
itm_tourney_helm_blue|Elmo Azul de Torneios
itm_tourney_helm_blue_pl|Elmo Azul de Torneios
itm_tourney_helm_green|Elmo Verde de Torneios
itm_tourney_helm_green_pl|Elmo Verde de Torneios
itm_tourney_helm_yellow|Elmo Amarelo de Torneios
itm_tourney_helm_yellow_pl|Elmo Amarelo de Torneios
itm_arena_turban_red|Turbante da Arena
itm_arena_turban_red_pl|Turbante da Arena
itm_arena_turban_blue|Turbante da Arena
itm_arena_turban_blue_pl|Turbante da Arena
itm_arena_turban_green|Turbante da Arena
itm_arena_turban_green_pl|Turbante da Arena
itm_arena_turban_yellow|Turbante da Arena
